Price,Address1,Address2,Room,Shower,Car,Size
Contact Elroy for your private inspection!,"201/1451-1453 Centre Road,",CLAYTON VIC 3168,2 Beds,1 Bath,1 Parking,NG
"$609,000","8/13 Maroona Road,",CARNEGIE VIC 3163,2 Beds,2 Baths,1 Parking,NG
"$435,000","313/40 Altona Street,",KENSINGTON VIC 3031,2 Beds,1 Bath,1 Parking,NG
"$595,000","9/337 Station Street,",THORNBURY VIC 3071,2 Beds,1 Bath,1 Parking,NG
Price Upon Application,"313/9 Commercial Road,",CAROLINE SPRINGS VIC 3023,2 Beds,2 Baths,1 Parking,NG
"$710,000 - $760,000","16/1-5 Taylor Avenue,",ASPENDALE VIC 3195,2 Beds,1 Bath,1 Parking,NG
PRIVATE SALE,"Unit 12/7 Cowra St,",BRIGHTON VIC 3186,2 Beds,2 Baths,1 Parking,NG
"$685,000","103/58 Queens Parade,",FITZROY NORTH VIC 3068,2 Beds,1 Bath,1 Parking,NG
Contact Elroy for your private inspection!,"1451-1453 Centre Road,",CLAYTON VIC 3168,2 Beds,2 Baths,1 Parking,NG
"$849,000","33/27 Queens Road,",MELBOURNE 3004 VIC 3004,3 Beds,2 Baths,1 Parking,NG
"$495,000 - $530,000","6/1a Annette Court,",HASTINGS VIC 3915,3 Beds,2 Baths,2 Parking,NG
"$449,000","24/203 Nicholson Street,",COBURG VIC 3058,2 Beds,1 Bath,2 Parking,NG
Contact Agent,"101/211-213 Sydney Road,",BRUNSWICK VIC 3056,2 Beds,2 Baths, Parking,NG
"$439,000","307/50 Catamaran Drive,",WERRIBEE SOUTH VIC 3030,2 Beds,1 Bath,1 Parking,NG
"$489,000 - $519,000","310/16 Lomandra Drive,",CLAYTON SOUTH VIC 3169,2 Beds,2 Baths,1 Parking,NG
"$550,000 - $595,000","502/92-96 Albert Street,",BRUNSWICK EAST VIC 3057,2 Beds,2 Baths,1 Parking,NG
"$460,000 - $495,000","11/20 Austin Road,",SOMERVILLE VIC 3912,2 Beds,2 Baths,1 Parking,NG
"$679,000","208/88 Dow Street,",PORT MELBOURNE VIC 3207,2 Beds,2 Baths,1 Parking,NG
"$600,000-$660,000","908/480 St Kilda Road,",MELBOURNE 3004 VIC 3004,2 Beds,2 Baths,1 Parking,79m
Contact Agent,"306/53 Gaffney Street,",COBURG VIC 3058,2 Beds,1 Bath,1 Parking,NG
Contact Agent,"901/6 Station Street,",MOORABBIN VIC 3189,2 Beds,1 Bath,1 Parking,NG
"$349,000-$369,000","1/33 Kayla Way,",KURUNJANG VIC 3337,3 Beds,1 Bath,1 Parking,NG
"$679,000","605/11 David Street,",RICHMOND VIC 3121,2 Beds,2 Baths,2 Parking,NG
Contact Agent,"602/23 Palmerston Street,",CARLTON VIC 3053,3 Beds,2 Baths,1 Parking,NG
"$380,000","4/108-110 Conrad Street,",ST ALBANS VIC 3021,2 Beds,1 Bath,1 Parking,NG
615000 - 675000,"2908/81 Abeckett Street,",MELBOURNE VIC 3000,2 Beds,1 Bath,1 Parking,NG
$430000-$460000,"2/2 Costata Court,",NARRE WARREN VIC 3805,2 Beds,2 Baths,1 Parking,NG
"$600,000 - $630,000","208/15 Vickery Street,",BENTLEIGH VIC 3204,2 Beds,2 Baths,1 Parking,NG
Contact Agent,"201-/29-31 Swindon Road,",HUGHESDALE VIC 3166,2 Beds,2 Baths,1 Parking,NG
"$600,000 to $660,000","5/14 Acheron Court,",HAMPTON EAST VIC 3188,2 Beds,1 Bath,1 Parking,NG
"$520,000 to $570,000","2/190 Railway Parade,",NOBLE PARK VIC 3174,3 Beds,1 Bath,2 Parking,NG
$430K - $460K,"401/117 Durham Road,",SUNSHINE VIC 3020,2 Beds,1 Bath,1 Parking,NG
"$600,000 - $645,000","21/4 Victoria Street,",WINDSOR VIC 3181,2 Beds,1 Bath,1 Parking,NG
"$479,000 Priced to sell","102/2 Morton Avenue,",CARNEGIE VIC 3163,2 Beds,1 Bath,1 Parking,NG
$400K - $440K,"133 Anderson Road,",ALBION VIC 3020,2 Beds,1 Bath,1 Parking,NG
"$570,000","2110/350 William Street,",MELBOURNE VIC 3000,2 Beds,2 Baths, Parking,NG
$390K - $420K,"216/1 Foundry Road,",SUNSHINE VIC 3020,2 Beds,1 Bath,1 Parking,NG
$290K - $319K,"1/125 Anderson Road,",ALBION VIC 3020,2 Beds,1 Bath,1 Parking,NG
Contact Brenda Ngan,"608/1 Foundry Road,",SUNSHINE VIC 3020,2 Beds,1 Bath,1 Parking,NG
"$639,000","3/328-330 Neerim Road,",CARNEGIE VIC 3163,2 Beds,2 Baths,1 Parking,NG
"$550,000 - $600,000","5/11 The Avenue,",BALACLAVA VIC 3183,2 Beds,1 Bath,1 Parking,NG
"$565,000","2502/8 Franklin Street,",MELBOURNE VIC 3000,2 Beds,2 Baths,1 Parking,70m
Awaiting Price Guide,"18-24 Hopkins Street,",FOOTSCRAY VIC 3011,3 Beds,2 Baths,1 Parking,NG
"From $468,000 to $700,000","1060 Dandenong Road,",CARNEGIE VIC 3163,2 Beds,2 Baths,1 Parking,NG
"$725,000","218/13 Acacia Place,",ABBOTSFORD VIC 3067,2 Beds,2 Baths,1 Parking,NG
"$580,000","2307/33 MacKenzie Street,",MELBOURNE VIC 3000,2 Beds,1 Bath, Parking,NG
"$395,000","3/20 Wells Road,",SEAFORD VIC 3198,2 Beds,1 Bath,1 Parking,NG
"$749,000","203/381 Punt Road,",RICHMOND VIC 3121,2 Beds,2 Baths,1 Parking,NG
Contact Agent,"106/7 Cowra Street,",BRIGHTON VIC 3186,2 Beds,2 Baths,2 Parking,NG
$580000 to $638000,"6510/462 Elizabeth Street,",MELBOURNE VIC 3000,2 Beds,2 Baths, Parking,NG
Contact Agent,"104/60 Belgrave Road,",MALVERN EAST VIC 3145,2 Beds,2 Baths,1 Parking,NG
"$379,000","426/14-20 Nicholson Street,",COBURG VIC 3058,2 Beds,1 Bath,1 Parking,NG
"$515,000","1708/8 Marmion Place,",DOCKLANDS VIC 3008,2 Beds,1 Bath,1 Parking,NG
"$550,000","301/116 Watton Street,",WERRIBEE VIC 3030,2 Beds,1 Bath,1 Parking,NG
"$659,000","302/908 Doncaster Road,",DONCASTER EAST VIC 3109,2 Beds,2 Baths,1 Parking,NG
Contact Agent,"1011/228 A'BECKETT STREET,",MELBOURNE VIC 3000,2 Beds,2 Baths, Parking,NG
Contact Agent,"3106/105 CLARENDON STREET,",SOUTHBANK VIC 3006,2 Beds,1 Bath, Parking,NG
"$530,000","701/199 WILLIAM STREET,",MELBOURNE VIC 3000,2 Beds,1 Bath, Parking,NG
Contact Agent,"5003/568 COLLINS STREET,",MELBOURNE VIC 3000,2 Beds,2 Baths,1 Parking,NG
Contact Agent,"211/339 SWANSTON STREET,",MELBOURNE VIC 3000,2 Beds,1 Bath, Parking,NG
"$750,000","103/470 SMITH STREET,",COLLINGWOOD VIC 3066,2 Beds,2 Baths,1 Parking,NG
Contact Agent,"1812/120 A'BECKETT STREET,",MELBOURNE VIC 3000,2 Beds,2 Baths,1 Parking,NG
"$255,000 - $279,000","61/38 Salmon Street,",HASTINGS VIC 3915,2 Beds,1 Bath,1 Parking,NG
$850k - $890k,"7/78-88 Douglas Pde,",WILLIAMSTOWN VIC 3016,2 Beds,1 Bath,1 Parking,NG
"$430,000","6/1 Clark Street,",WILLIAMS LANDING VIC 3027,2 Beds,2 Baths,1 Parking,NG
Contact Agent,"203/665 Centre Road,",BENTLEIGH EAST VIC 3165,2 Beds,2 Baths,1 Parking,NG
"$600,000 - $650,000","4-8/20 McDonald Street,",WERRIBEE VIC 3030,3 Beds,3 Baths,2 Parking,NG
"$410,000 -$450,000","204/26 Wilson Street,",SOUTH YARRA VIC 3141,2 Beds,1 Bath,1 Parking,NG
"$520,000","406/91-93 Nicholson Street,",BRUNSWICK EAST VIC 3057,2 Beds,1 Bath,1 Parking,NG
"$835,000","515/555 St Kilda Road,",MELBOURNE 3004 VIC 3004,2 Beds,2 Baths,1 Parking,NG
"$310,000","53/13 Sundial Boulevard,",TARNEIT VIC 3029,2 Beds,1 Bath,1 Parking,NG
"$640,000 to $704,000","212/55 Queens Road,",MELBOURNE 3004 VIC 3004,2 Beds,1 Bath,1 Parking,NG
"$530,000-$540,000","3/1 Mcgregor St,",CLAYTON VIC 3168,2 Beds,1 Bath,1 Parking,NG
"$502,500","5/8 - 18 Whitehall Street,",FOOTSCRAY VIC 3011,2 Beds,1 Bath,1 Parking,NG
"$360,000 - $390,000","1/12 Magnolia Grove,",DOVETON VIC 3177,2 Beds,1 Bath,1 Parking,285m
"$520,000 - $570,000","2&3/6A Arabil Street,",FRANKSTON VIC 3199,2 Beds,2 Baths,1 Parking,NG
"$360,000 - $380,000","2/137 Opie Road,",ALBANVALE VIC 3021,2 Beds,1 Bath,1 Parking,NG
Contact Agent,"312/221 Sturt Street,",SOUTHBANK VIC 3006,2 Beds,1 Bath,1 Parking,NG
"$485,000","3/142 McKinnon Road,",MCKINNON VIC 3204,2 Beds,1 Bath,1 Parking,NG
Contact Agent for an Appointment,"G05/551-553 Dandenong Road,",ARMADALE VIC 3143,2 Beds,2 Baths,1 Parking,NG
"Priced to Sell $400,000","1909/199 William Street,",MELBOURNE VIC 3000,2 Beds,1 Bath, Parking,NG
"$410,000 - $430,000","502/240 Barkly Street,",FOOTSCRAY VIC 3011,2 Beds,1 Bath,1 Parking,NG
Contact Agent,"11a/59-73 Gladesville Blvd,",PATTERSON LAKES VIC 3197,2 Beds,1 Bath,1 Parking,NG
"$589,000","2902/2107-2125 Princes Highway,",CLAYTON VIC 3168,2 Beds,2 Baths,1 Parking,NG
"$390,000 - $420,000","8A Bellinger Crescent,",WYNDHAM VALE VIC 3024,2 Beds,2 Baths,1 Parking,315m
"$999,000","G03/1A Sebastopol Street,",CAULFIELD NORTH VIC 3161,2 Beds,2 Baths,2 Parking,NG
"$440,000","244/73 Lake Street,",CAROLINE SPRINGS VIC 3023,2 Beds,2 Baths,1 Parking,NG
Contact Agent,"4102/38 Rose Lane,",MELBOURNE VIC 3000,3 Beds,2 Baths,2 Parking,NG
Auction (Unless Sold Prior),"1/25 Simmonds Street,",HUGHESDALE VIC 3166,2 Beds,1 Bath,1 Parking,NG
"$505,000-$525,000","801a/6 Clinch Avenue,",PRESTON VIC 3072,2 Beds,1 Bath,2 Parking,NG
Online Auction,"211/353 Napier Street,",FITZROY VIC 3065,2 Beds,1 Bath,1 Parking,NG
"$629,000","91 Galada Avenue,",PARKVILLE VIC 3052,2 Beds,2 Baths,1 Parking,NG
"$329,000","1/29 Macartney Street,",RESERVOIR VIC 3073,2 Beds,1 Bath,1 Parking,NG
"$737,000","305/1 Kennedy Avenue,",RICHMOND VIC 3121,2 Beds,2 Baths,1 Parking,NG
Price Upon Application,"101/3 Billy Buttons Drive,",NARRE WARREN VIC 3805,2 Beds,2 Baths,1 Parking,NG
Contact Agent,"102/99-107 Dow Street,",PORT MELBOURNE VIC 3207,2 Beds,1 Bath,1 Parking,NG
"$395,000","504A/10 Droop Street,",FOOTSCRAY VIC 3011,2 Beds,2 Baths,1 Parking,NG
Contact us to book for private inspection,"2/43 Hillside Avenue,",DANDENONG NORTH VIC 3175,2 Beds,1 Bath,1 Parking,NG
For Sale - Contact agent,"210N/883 Collins Street,",DOCKLANDS VIC 3008,2 Beds,2 Baths,1 Parking,NG
Contact Elroy for your private inspection!,"111/80 Cheltenham Road,",DANDENONG VIC 3175,2 Beds,1 Bath,1 Parking,NG
Property On hold,"47/473 Princes Highway,",NOBLE PARK VIC 3174,2 Beds,1 Bath,1 Parking,NG
"$600,000","701/2107-2125 Princes Hwy,",CLAYTON VIC 3168,2 Beds,2 Baths,1 Parking,99m
"$489,000 - $519,000","305/18 Malone Street,",GEELONG VIC 3220,2 Beds,1 Bath,1 Parking,NG
For Sale - Contact agent,"108/3-5 Dixon Street,",CLAYTON VIC 3168,2 Beds,1 Bath,1 Parking,NG
"$450,000 - $480,000","712/5 Blanch Street,",PRESTON VIC 3072,2 Beds,1 Bath,1 Parking,NG
"$429,500","507A/400 Burwood Highway,",WANTIRNA SOUTH VIC 3152,2 Beds,2 Baths,1 Parking,NG
"$545,000","507/8 Gheringhap  Street,",GEELONG VIC 3220,2 Beds,1 Bath,1 Parking,NG
"$580,000","240-250 Lygon Street,",BRUNSWICK EAST VIC 3057,2 Beds,2 Baths,1 Parking,NG
"$380,000 - $418,000","304/28-30 Warwick Avenue,",SPRINGVALE VIC 3171,2 Beds,1 Bath,1 Parking,NG
"$580,000 - $610,000","501/100 Western Beach Road,",GEELONG VIC 3220,2 Beds,1 Bath,1 Parking,NG
Price Upon Application,"2909A/250 Spencer Street,",MELBOURNE VIC 3000,2 Beds,2 Baths, Parking,NG
$690k,"201/129 Millers Rd,",ALTONA NORTH VIC 3025,3 Beds,2 Baths,1 Parking,NG
Contact Agent,"5 Davidson Street,",SOUTH YARRA VIC 3141,2 Beds,2 Baths,1 Parking,NG
Contact Agent,"6C/29 Queens Road,",MELBOURNE 3004 VIC 3004,2 Beds,2 Baths,1 Parking,NG
"$270,000 - $290,000","48/473 Princes Highway,",NOBLE PARK VIC 3174,2 Beds,1 Bath,1 Parking,NG
Contact Agent,"103/70 Ferntree Gully Rd,",OAKLEIGH EAST VIC 3166,2 Beds,1 Bath,1 Parking,NG
$450k - $500k,"114/50 Catamaran Drive,",WERRIBEE SOUTH VIC 3030,2 Beds,1 Bath,1 Parking,NG
Contact Agent,"8/26 Salisbury Street,",WERRIBEE VIC 3030,2 Beds,2 Baths,1 Parking,146m
"$540,000","Unit 15/269 Princes Hwy,",OFFICER VIC 3809,3 Beds,2 Baths,2 Parking,NG
"$535,000","Unit 8/269 Princes Hwy,",OFFICER VIC 3809,3 Beds,2 Baths,2 Parking,NG
"$535,000","Unit 7/269 Princes Hwy,",OFFICER VIC 3809,3 Beds,2 Baths,2 Parking,NG
"$595,000","Unit 4/269 Princes Hwy,",OFFICER VIC 3809,4 Beds,2 Baths,2 Parking,NG
"$595,000","Unit 3/269 Princes Hwy,",OFFICER VIC 3809,4 Beds,2 Baths,2 Parking,NG
"$490,000 to $539,000","M103/31 Malcolm Street,",SOUTH YARRA VIC 3141,2 Beds,1 Bath,1 Parking,NG
"$515,000","103/259 East Boundary Road,",BENTLEIGH EAST VIC 3165,2 Beds,1 Bath,1 Parking,NG
"$370,000 - $399,000","24/52 Latham Street,",WERRIBEE VIC 3030,3 Beds,1 Bath,2 Parking,NG
For Sale,"8/1-3 Langs Road,",ASCOT VALE VIC 3032,2 Beds,2 Baths,1 Parking,NG
Price by Negotiation,"1309/52-54 O'Sullivan Road,",GLEN WAVERLEY VIC 3150,2 Beds,2 Baths,1 Parking,NG
Contact Agent,"302-306 Waverley Road,",MALVERN EAST VIC 3145,3 Beds,2 Baths,2 Parking,NG
FOR SALE Campaign postponed,"4/216 Templestowe Road,",TEMPLESTOWE LOWER VIC 3107,3 Beds,2 Baths,2 Parking,NG
"$585,000 - $625,000","307/165 Gladstone Street,",SOUTH MELBOURNE VIC 3205,2 Beds,1 Bath,1 Parking,NG
"$499,000","15/95-99 Edithvale Road,",EDITHVALE VIC 3196,2 Beds,1 Bath,1 Parking,NG
Price on Application,"1915/228 A'BECKETT STREET,",MELBOURNE VIC 3000,3 Beds,2 Baths,2 Parking,NG
Price on Application,"902/33 MACKENZIE STREET,",MELBOURNE VIC 3000,2 Beds,1 Bath, Parking,NG
"$610,000","LEVEL 14/89 GLADSTONE STREET,",SOUTH MELBOURNE VIC 3205,2 Beds,2 Baths,1 Parking,NG
"$950,000","503/211 Sydney Road,",BRUNSWICK VIC 3056,3 Beds,2 Baths, Parking,NG
Price on Application,"1411/283 CITY ROAD,",SOUTHBANK VIC 3006,2 Beds,1 Bath,1 Parking,NG
Contact Agent,"404/211 Sydney Road,",BRUNSWICK VIC 3056,3 Beds,2 Baths, Parking,NG
Contact Agent,"1801/228 A'BECKETT STREET,",MELBOURNE VIC 3000,2 Beds,2 Baths,1 Parking,NG
"$449,000","4/74 BULLA ROAD,",STRATHMORE VIC 3041,2 Beds,1 Bath,1 Parking,NG
Contact Agent,"1906/155 FRANKLIN STREET,",MELBOURNE VIC 3000,2 Beds,2 Baths,1 Parking,NG
"$560,000","2008/639 LONSDALE STREET,",MELBOURNE VIC 3000,2 Beds,1 Bath,1 Parking,NG
"$390,000 - $400,000","3202/80 A'BECKETT STREET,",MELBOURNE VIC 3000,2 Beds,1 Bath, Parking,NG
"$600,000 - $630,000","1810/200 SPENCER STREET,",MELBOURNE VIC 3000,2 Beds,1 Bath,1 Parking,NG
Price on Application,"2303/42-48 BALSTON STREET,",SOUTHBANK VIC 3006,2 Beds,1 Bath, Parking,NG
$540K - $550K,"214/756 Sydney Road,",BRUNSWICK VIC 3056,2 Beds,1 Bath,1 Parking,NG
"$580,000","104/24 Mavho Street,",BENTLEIGH VIC 3204,2 Beds,2 Baths,1 Parking,NG
Nomination Sale Huge Stamp Duty Savings,"7008/224 La Trobe Street,",MELBOURNE VIC 3000,2 Beds,1 Bath,1 Parking,62m
Nomination sales Stamp Duty Saving,"8003/224 La Trobe Street,",MELBOURNE VIC 3000,2 Beds,2 Baths,1 Parking,69m
"$515,000 - $525,000",MARIBYRNONG VIC 3032,NG,2 Beds,2 Baths,1 Parking,"3,016m"
"$450,000","134/33 Quay Boulevard,",WERRIBEE SOUTH VIC 3030,2 Beds,1 Bath,1 Parking,NG
"$630,000 - $700,000","342 Melbourne Road,",NEWPORT VIC 3015,2 Beds,1 Bath,1 Parking,NG
Contact Agent,"1303/105 Clarendon Street,",SOUTHBANK VIC 3006,2 Beds,2 Baths, Parking,NG
Contact Agent,"1010/35 Malcolm Street,",SOUTH YARRA VIC 3141,2 Beds,1 Bath,1 Parking,NG
"$460,000-$500,000","1004/280 SPENCER STREET,",MELBOURNE VIC 3000,2 Beds,1 Bath,1 Parking,NG
"$430,000 to $460,000","4/30-32 Whitehall Street,",FOOTSCRAY VIC 3011,2 Beds,2 Baths,1 Parking,NG
"Nomination Sale $510,000 - $560,000","107/1-13 Renver Road,",CLAYTON VIC 3168,2 Beds,2 Baths,1 Parking,84m
"Private Sale $439,000","703/14-20 Nicholson Street,",COBURG VIC 3058,2 Beds,2 Baths,1 Parking,NG
"Private Sale - $585,000","4/10 Beith Street,",BRUNSWICK VIC 3056,2 Beds,2 Baths,1 Parking,NG
"$495,000 - BUY NOW","10/11 Florence Street,",MENTONE VIC 3194,2 Beds,1 Bath,1 Parking,NG
Contact Agent,"50/349 Riversdale Road,",HAWTHORN EAST VIC 3123,2 Beds,1 Bath,1 Parking,NG
"Asking $280,000","38/1251 Plenty Road,",BUNDOORA VIC 3083,2 Beds,1 Bath,1 Parking,NG
Contact Agent,"1-12/12-14 George Street,",SUNSHINE VIC 3020,3 Beds,2 Baths,1 Parking,NG
"$520,000","9/269 Princes Highway,",OFFICER VIC 3809,3 Beds,2 Baths,2 Parking,NG
"$399,000","208/432 Geelong Road,",WEST FOOTSCRAY VIC 3012,2 Beds,1 Bath,1 Parking,NG
Contact Agent,"207/37 Munro Street,",COBURG VIC 3058,2 Beds,1 Bath,1 Parking,NG
Price Upon Application,"210/1 Foundry Road,",SUNSHINE VIC 3020,2 Beds,1 Bath,1 Parking,NG
"$500,000 - $550,000","2707/133-139 City Road,",SOUTHBANK VIC 3006,2 Beds,1 Bath,1 Parking,NG
Contact Agent,"603/8 Martin Street,",HEIDELBERG VIC 3084,2 Beds,1 Bath,1 Parking,NG
Price guide on request,"231 St Georges Road,",NORTHCOTE VIC 3070,2 Beds,2 Baths,1 Parking,NG
"$690,000","3.04/68-72 Cape Street,",HEIDELBERG VIC 3084,2 Beds,2 Baths,1 Parking,NG
Contact Agent,"605/1 MARMION PLACE,",DOCKLANDS VIC 3008,2 Beds,2 Baths,1 Parking,NG
"$640,000 - $680,000","49/117 McLeod Road,",PATTERSON LAKES VIC 3197,2 Beds,2 Baths,2 Parking,NG
"$470,000 - $517,000","96 Henry Street,",PAKENHAM VIC 3810,4 Beds,2 Baths,2 Parking,NG
"$555,000","Level 2, 2/1045 Heidelberg Road,",IVANHOE VIC 3079,2 Beds,2 Baths,1 Parking,NG
"Private Sale $534,000","301/2 Moonering Drive,",COBURG VIC 3058,2 Beds,2 Baths,1 Parking,NG
Contact Agent,"-/- -,",HEIDELBERG HEIGHTS VIC 3081,2 Beds,2 Baths,1 Parking,NG
"$395,000","505/1 Foundry Road,",SUNSHINE VIC 3020,2 Beds,1 Bath,1 Parking,NG
"$440,000 - $480,000","618 & 718/555 Swanston Street,",CARLTON VIC 3053,2 Beds,1 Bath, Parking,NG
Contact Agent,"702/112-120 Burgundy Street,",HEIDELBERG VIC 3084,2 Beds,2 Baths,1 Parking,NG
"$698,000","604/108 Flinders St,",MELBOURNE VIC 3000,2 Beds,2 Baths,1 Parking,NG
Contact Agent,"277 Lygon Street,",BRUNSWICK VIC 3056,2 Beds,2 Baths,1 Parking,NG
Contact Agent,"267 Lygon Street,",BRUNSWICK VIC 3056,3 Beds,2 Baths,2 Parking,NG
"$530,000","375C Centre Road,",BERWICK VIC 3806,3 Beds,2 Baths,2 Parking,NG
Contact Agent,"1394 Malvern Road,",GLEN IRIS VIC 3146,3 Beds,2 Baths,2 Parking,NG
Contact Agent,"1394 Malvern Road,",GLEN IRIS VIC 3146,2 Beds,2 Baths,2 Parking,NG
Contact Agent,"515/555 St Kilda Road,",MELBOURNE 3004 VIC 3004,2 Beds,2 Baths,1 Parking,NG
"$899,000","02/12 Bowlers Avenue,",GEELONG WEST VIC 3218,2 Beds,2 Baths,1 Parking,NG
"$836,000","315/555 St Kilda Road,",MELBOURNE 3004 VIC 3004,2 Beds,2 Baths,1 Parking,NG
Contact Agent,"224 La Trobe Street,",MELBOURNE VIC 3000,2 Beds,2 Baths, Parking,NG
Contact Agent,"22 Pakington Street,",ST KILDA VIC 3182,3 Beds,2 Baths,2 Parking,NG
Contact Agent,"22 Pakington Street,",ST KILDA VIC 3182,2 Beds,2 Baths,2 Parking,NG
Contact Agent,"601/112-120 Burgundy Street,",HEIDELBERG VIC 3084,2 Beds,1 Bath,1 Parking,NG
Contact Agent,"111/11 Copernicus Crescent,",BUNDOORA VIC 3083,2 Beds,2 Baths, Parking,NG
Contact Agent,"3.08/3 Cartmell Street,",HEIDELBERG VIC 3084,2 Beds,2 Baths,1 Parking,NG
Contact Agent,"G04 & 201/3 Abbotsford Grove,",IVANHOE VIC 3079,2 Beds,2 Baths,1 Parking,NG
Price Upon Application,"4001/483 Swanston Street,",MELBOURNE VIC 3000,3 Beds,2 Baths,1 Parking,NG
Contact Agent,"4/12 Bowlers Avenue,",GEELONG WEST VIC 3218,3 Beds,2 Baths,2 Parking,NG
"$667,200","5/489 Mount Alexander Road,",MOONEE PONDS VIC 3039,2 Beds,1 Bath,1 Parking,NG
FOR SALE,"1,2 & 4/5-7 Munro Street,",ASCOT VALE VIC 3032,3 Beds,1 Bath,1 Parking,NG
"Prices Start From $422,000","18-24 Hopkins Street,",FOOTSCRAY VIC 3011,2 Beds,1 Bath,1 Parking,NG
"$640,000","11 Bent Street,",ALTONA VIC 3018,2 Beds,1 Bath,1 Parking,NG
For Sale,"1205/45 Claremont Street,",SOUTH YARRA VIC 3141,3 Beds,2 Baths, Parking,NG
"$850,000 - $900,000","106/83 Whiteman Street,",SOUTHBANK VIC 3006,3 Beds,2 Baths,2 Parking,NG
"Auction $530,000 - $580,000","3/2 Brighton Street,",FLEMINGTON VIC 3031,2 Beds,1 Bath,1 Parking,NG
"$800,000 - $880,000","304/8c Evergreen Mews,",ARMADALE VIC 3143,2 Beds,2 Baths,2 Parking,NG
Auction: Saturday 20th February at 12pm,"18/47 Rathcown Road,",RESERVOIR VIC 3073,2 Beds,1 Bath,1 Parking,NG
"$530,000 - $580,000","1208/50 Haig Street,",SOUTHBANK VIC 3006,2 Beds,1 Bath,1 Parking,NG
"$700,000 - $770,000","1/13 Junction Road,",BLACKBURN NORTH VIC 3130,3 Beds,1 Bath,2 Parking,261m
"$389,000- $415,000","1/111 Liston Street,",BELL POST HILL VIC 3215,2 Beds,1 Bath,1 Parking,NG
CONTACT AGENT,"1/46 Academy Drive,",BROADMEADOWS VIC 3047,5 Beds,3 Baths,2 Parking,NG
"$880,000 - $950,000","1403/2 Newquay Promenade,",DOCKLANDS VIC 3008,2 Beds,2 Baths,2 Parking,NG
"$700,000","606/39 Caravel Lane,",DOCKLANDS VIC 3008,2 Beds,2 Baths,1 Parking,NG
Contact Agent,"2502/180 City Road,",SOUTHBANK VIC 3006,3 Beds,2 Baths,1 Parking,120m
"$490,000 - $539,000","2/92 Hillcrest Road,",FRANKSTON VIC 3199,3 Beds,2 Baths,2 Parking,447m
"$800,000 - $850,000","7/10 Park Road,",CHELTENHAM VIC 3192,3 Beds,2 Baths,2 Parking,NG
"$680,000 - $730,000","1903/20 Rakaia Way,",DOCKLANDS VIC 3008,2 Beds,2 Baths,3 Parking,NG
"$600,000 - $660,000","3/65 Tyne Street,",BOX HILL NORTH VIC 3129,2 Beds,1 Bath,1 Parking,190m
"$535,000","1/7 King David Court,",HAMPTON PARK VIC 3976,3 Beds,1 Bath,1 Parking,256m
"$527,250","401/33 Racecourse Road,",NORTH MELBOURNE VIC 3051,2 Beds,1 Bath,1 Parking,NG
"$690,000","Heidelberg Road,",IVANHOE VIC 3079,2 Beds,2 Baths,1 Parking,81m
"$530,000","608/339 SWANSTON STREET,",MELBOURNE VIC 3000,3 Beds,1 Bath, Parking,NG
"$285,000","3811/488 SWANSTON STREET,",CARLTON VIC 3053,2 Beds,1 Bath, Parking,NG
"$500,000 - $520,000","1/15 Tomkin Court,",ALTONA MEADOWS VIC 3028,2 Beds,1 Bath,1 Parking,NG
"$550,000 - $599,000","1/82 Curtain Avenue,",LALOR VIC 3075,3 Beds,1 Bath,1 Parking,313m
Auction Sat 20th Feb at 11 AM,"4/2 Bayliss Street,",CHELTENHAM VIC 3192,2 Beds,1 Bath,1 Parking,113m
"$420,000","1/32-36 Reserve Road,",HOPPERS CROSSING VIC 3029,2 Beds,1 Bath,1 Parking,188m
"$557,000","402/89 Roden St,",WEST MELBOURNE VIC 3003,2 Beds,1 Bath,1 Parking,65m
"$535,000",OAKLEIGH EAST VIC 3166,NG,3 Beds,1 Bath,1 Parking,NG
"$310,000-$330,000","722/585 LA TROBE STREET,",MELBOURNE VIC 3000,2 Beds,1 Bath, Parking,NG
contract agent,"1701/442 Elizabeth Street,",MELBOURNE VIC 3000,2 Beds,1 Bath, Parking,NG
"$895,000",DOCKLANDS VIC 3008,NG,2 Beds,2 Baths,1 Parking,NG
"$755,000",DOCKLANDS VIC 3008,NG,2 Beds,1 Bath,1 Parking,NG
"$804,500",SOUTH MELBOURNE VIC 3205,NG,2 Beds,2 Baths, Parking,NG
"$747,500",SOUTH MELBOURNE VIC 3205,NG,2 Beds,2 Baths, Parking,NG
Contact Agent,"3/694 Inkerman Road,",CAULFIELD NORTH VIC 3161,2 Beds,1 Bath,1 Parking,NG
Contact Agent,"3/135 Booran Road,",CAULFIELD SOUTH VIC 3162,3 Beds,1 Bath,1 Parking,NG
"$270,000 - $290,000","5/1 Reserve Road West,",MELTON VIC 3337,2 Beds,1 Bath,1 Parking,156m
"$490,000 - $530,000","7/164 Blackburn Road,",DONCASTER EAST VIC 3109,2 Beds,2 Baths,1 Parking,NG
"$430,000 - $460,000","1302/673 La Trobe Street,",DOCKLANDS VIC 3008,2 Beds,1 Bath,1 Parking,NG
"$480,000 - $510,000","86/538 Little Lonsdale Street,",MELBOURNE VIC 3000,2 Beds,1 Bath,1 Parking,NG
Price on Application,"3/269-270 Beach Road,",BLACK ROCK VIC 3193,3 Beds,1 Bath,2 Parking,NG
